TIME PERIOD;MEDIA;SECTOR;CATEGORY;SUBCATEGORY;PARENT SITE;PROPERTY;SITE CATEGORY;MASTER BRAND;PRODUCT;AD TYPE;TRANSACTION TYPE;DIRECT/INDIRECT;R$;UNITS;IMPRESSIONS;SEC
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SONHOS;SONHOS MOBILE;VARIEDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;9;2;786;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SPRIT FANFICS E HISTORIAS;SPRIT FANFICS E HISTORIAS MOBILE;CULTURAL;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;894;3;66.191;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SPRIT FANFICS E HISTORIAS;SPRIT FANFICS E HISTORIAS MOBILE;CULTURAL;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;267;1;19.778;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SSS INSTAGRAM;SSS INSTAGRAM MOBILE;DOWNLOAD;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;863;4;157.677;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SSS INSTAGRAM;SSS INSTAGRAM MOBILE;DOWNLOAD;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;105;1;19.115;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SUPER LUTAS;SUPER LUTAS MOBILE;ESPORTE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;5;3;2.319;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TRIBUNA DA BAHIA;TRIBUNA DA BAHIA MOBILE;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;0;4;189;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TUDO COM MODA;TUDO COM MODA MOBILE;FASHION;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;6;2;232;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VO NAOCA;VO NAOCA MOBILE;CULINARIO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;1;1;114;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VOTALHADA;VOTALHADA MOBILE;TV E CELEBRIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;2;1;805;0
out/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;WIKI HOW;WIKI HOW MOBILE;INTERESSE GERAL E CURIOSIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;178;2;10.530;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;523;0;24.273;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;394;0;21.826;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;3.016;0;159.968;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;2.995;0;172.513;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;553;0;11.311;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIA SOL BRAZIL;VIA SOL BRAZIL / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;12;0;718;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIA SOL BRAZIL;VIA SOL BRAZIL / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;134;0;8.160;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;433;0;24.395;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;122;0;3.448;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA DE SAL;AGUA DE SAL / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;112;0;5.212;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;245;0;11.498;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.893;0;62.559;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;GRISFIT;GRISFIT / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;93;0;3.448;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;IS BIKINI;IS BIKINI / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;305;0;9.096;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;214;0;16.515;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;753;0;43.188;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BIMBI E BAMBINI;BIMBI E BAMBINI /MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;93;0;3.448;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BLUEMAN;BLUEMAN /MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;117;0;5.453;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BLUEMAN;BLUEMAN /MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;101;0;2.882;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;PRAIEIRA;PRAIEIRA /MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;407;0;12.203;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;ADORO MAR;ADORO MAR / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;229;0;10.862;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;AGUA E LUZ;AGUA E LUZ / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;12;0;608;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;CIA MARITIMA;CIA MARITIMA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;16;0;495;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;CIA MARITIMA;CIA MARITIMA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;556;0;34.475;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;162;0;10.156;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;KALINI;KALINI / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;874;0;19.064;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LEHONA;LEHONA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;21;0;684;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;NATURAL FIT;NATURAL FIT / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;166;0;10.231;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;NATURAL FIT;NATURAL FIT / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;526;0;21.375;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;SANTA AREIA;SANTA AREIA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;28;0;1.454;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;420;0;19.952;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;656;0;32.613;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;963;0;22.464;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA E LUZ;AGUA E LUZ / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;286;0;9.039;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BIQUINI DE FITA;BIQUINI DE FITA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;89;0;5.464;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BIQUINI DE FITA;BIQUINI DE FITA / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;112;0;3.127;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;74;0;5.212;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.157;0;39.442;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;CIA MARITIMA;CIA MARITIMA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;85;0;5.763;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;FIO A FIO BEACH;FIO A FIO BEACH / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;97;0;2.931;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;HOPE;HOPE RESORT / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;80;0;5.476;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;HOPE;HOPE RESORT / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;106;0;3.044;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;KALINI;KALINI / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;580;0;18.304;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;NAKED SWIMWEAR;NAKED SWIMWEAR / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;89;0;5.373;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;PRAIA OUTLET;PRAIA OUTLET / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;369;0;26.220;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;SANTA AREIA;SANTA AREIA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;73;0;4.511;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;TROPICUS;TROPICUS / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;114;0;4.241;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;559;0;32.887;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;394;0;13.689;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;KALINI;KALINI / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;2.505;0;51.381;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;TROPICUS;TROPICUS / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;7.639;0;172.485;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;21.477;0;665.568;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;21.435;0;460.172;0
out/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TIKTOK;TIKTOK;SOCIAL NETWORKING;FIO A FIO BEACH;FIO A FIO BEACH / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.537;0;42.858;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BRASIL 247;BRASIL 247;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;2;1;1.027;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;13;9;2.844;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;ILOVEPDF;ILOVEPDF;OUTROS;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;99;1;8.339;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;LETRAS E MUSICAS;LETRAS E MUSICAS;MUSICA;IS BIKINI;IS BIKINI / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;5;1;503;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;LETRAS E MUSICAS;LETRAS E MUSICAS;MUSICA;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;58;14;6.420;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;LETRAS E MUSICAS;LETRAS E MUSICAS;MUSICA;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;26;1;585;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PACIENCIA;PACIENCIA;GAME;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1.429;1.286;169.193;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PACIENCIA;PACIENCIA;GAME;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Direct;Direct;169;27;4.007;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PACIENCIA;PACIENCIA;GAME;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;4;3;505;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PENSADOR;PENSADOR;FRASE E MENSAGEM;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;108;2;6.410;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;4DEVS;4DEVS;OUTROS;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;25;4;2.093;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;9GAG;9GAG;HUMOR;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;237;6;14.070;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;A GAZETA EMPREGOS SUL;A GAZETA EMPREGOS SUL;EMPREGO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic RTB;Indirect;0;1;17;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;A GAZETA EMPREGOS SUL;A GAZETA EMPREGOS SUL;EMPREGO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;2;15;202;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;AEROIN;AEROIN;VIAGEM E TURISMO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;0;1;39;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BANCO DE SERIES;BANCO DE SERIES;FILME E SERIE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;17;1;12.335;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BANDA B;BANDA B;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;17;1;8.405;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BH FM;BH FM;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;0;1;101;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BIBLIA ONLINE;BIBLIA ONLINE;RELIGIOSO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;6;1;381;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BONDE;BONDE;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;64;1;32.217;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BRASIL ESCOLA;BRASIL ESCOLA;EDUCACAO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;21;2;825;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BUZZFEED;BUZZFEED;VARIEDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;22;1;2.596;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Direct;Direct;63;8;2.820;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic RTB;Indirect;1;1;260;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;49;38;10.856;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;43;34;9.464;0
nov/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Direct;Direct;88;10;3.900;0
